Ekin [GeV/nucleon]	secondary_positrons	knock_on_electrons	secondary_protons	Hydrogen_1	Hydrogen_2	Helium_3	Helium_4	Lithium_6	Lithium_7	Beryllium_7	Beryllium_9	Beryllium_10	Boron_10	Boron_11	Carbon_12	Carbon_13	Nitrogen_14	Nitrogen_15	Oxygen_16	Oxygen_17	Oxygen_18	
1.000000e-02 2.123911e+03 4.907688e+02 1.041618e+02 5.961738e+03 4.086091e+00 6.295856e+00 7.077935e+02 3.209160e-01 2.871082e-01 1.787363e-01 7.539758e-02 2.815286e-04 3.033698e-01 7.836774e-01 1.362324e+01 3.368753e-01 8.777278e-01 5.270426e-01 1.156054e+01 6.188983e-05 4.702777e-03 
1.300000e-02 2.390038e+03 4.076008e+02 1.417718e+02 7.687801e+03 5.731267e+00 8.460921e+00 8.778309e+02 4.236300e-01 3.812293e-01 2.311839e-01 9.843945e-02 3.913519e-04 3.897294e-01 1.006413e+00 1.603995e+01 4.272088e-01 1.043320e+00 6.668871e-01 1.348403e+01 7.765040e-05 5.481160e-03 
1.690000e-02 2.363604e+03 2.795175e+02 1.726412e+02 8.743193e+03 7.105619e+00 1.054312e+01 9.715563e+02 5.235167e-01 4.722719e-01 2.842187e-01 1.216056e-01 5.295319e-04 4.788504e-01 1.230684e+00 1.792089e+01 5.179619e-01 1.188489e+00 8.134186e-01 1.510314e+01 9.418504e-05 6.112541e-03 
2.197000e-02 2.248078e+03 1.785831e+02 2.045197e+02 9.594003e+03 8.614765e+00 1.304277e+01 1.038863e+03 6.417138e-01 5.803850e-01 3.474713e-01 1.495748e-01 7.289289e-04 5.864402e-01 1.494649e+00 1.974500e+01 6.247769e-01 1.342569e+00 9.865964e-01 1.674803e+01 1.137062e-04 6.738507e-03 
2.856100e-02 2.083581e+03 1.097768e+02 2.380759e+02 1.028225e+04 1.043915e+01 1.615108e+01 1.082392e+03 7.822719e-01 7.104102e-01 4.223454e-01 1.832299e-01 1.026653e-03 7.150057e-01 1.796400e+00 2.141532e+01 7.504219e-01 1.501526e+00 1.174783e+00 1.833750e+01 1.363530e-04 7.325318e-03 
3.712930e-02 1.879161e+03 6.544433e+01 2.719003e+02 1.075795e+04 1.272762e+01 2.004878e+01 1.098166e+03 9.396393e-01 8.613507e-01 5.061599e-01 2.225867e-01 1.492661e-03 8.622443e-01 2.115370e+00 2.278730e+01 8.951640e-01 1.654660e+00 1.356253e+00 1.972344e+01 1.616515e-04 7.813067e-03 
4.826809e-02 1.640097e+03 3.774049e+01 3.038418e+02 1.095529e+04 1.564575e+01 2.494954e+01 1.081870e+03 1.097346e+00 1.012130e+00 5.800966e-01 2.645285e-01 2.231023e-03 1.013010e+00 2.402864e+00 2.369404e+01 1.053229e+00 1.787526e+00 1.526647e+00 2.072426e+01 1.883315e-04 8.127891e-03 
6.274852e-02 1.376761e+03 2.124186e+01 3.314334e+02 1.082316e+04 1.942233e+01 3.114642e+01 1.032918e+03 1.217679e+00 1.106729e+00 6.326934e-01 3.012979e-01 3.283897e-03 1.128880e+00 2.592730e+00 2.393279e+01 1.196376e+00 1.881427e+00 1.668920e+00 2.115155e+01 2.141644e-04 8.200925e-03 
8.157307e-02 1.103793e+03 1.156321e+01 3.525388e+02 1.033874e+04 2.432454e+01 3.896574e+01 9.505686e+02 1.252050e+00 1.104309e+00 6.600054e-01 3.172905e-01 4.380444e-03 1.196930e+00 2.643179e+00 2.333477e+01 1.288299e+00 1.917827e+00 1.750396e+00 2.083887e+01 2.357910e-04 7.977411e-03 
1.060450e-01 8.386861e+02 6.120057e+00 3.648236e+02 9.522015e+03 3.047095e+01 4.877175e+01 8.400733e+02 1.214848e+00 1.076664e+00 6.592680e-01 3.193444e-01 5.461925e-03 1.224936e+00 2.568481e+00 2.184207e+01 1.327460e+00 1.882780e+00 1.743417e+00 1.970594e+01 2.492496e-04 7.443153e-03 
